accession	secondary_sample_accession	bio_material	cell_line	cell_type	collected_by	collection_date	country	culture_collection	description	dev_stage	first_public	sex	tissue_lib	tissue_type	tax_id	scientific_name	sample_alias	protocol_label	project_name	host	host_tax_id	host_status	host_sex	submitted_host_sex	host_body_site	sample_collection	sequencing_method
SAMN04147423	SRS1101690			macrophage					AF29_NI2 (mRNA)		2016-09-08				9606	Homo sapiens	GSM1896103										
SAMN04147424	SRS1101688			macrophage					AF29_S2 (mRNA)		2016-09-08				9606	Homo sapiens	GSM1896104										
SAMN04147425	SRS1101687			macrophage					AF31_L2 (mRNA)		2016-09-08				9606	Homo sapiens	GSM1896105										
SAMN04147426	SRS1101686			macrophage					AF31_NI2 (mRNA)		2016-09-08				9606	Homo sapiens	GSM1896106										
SAMN04147427	SRS1101684			macrophage					AF31_S2 (mRNA)		2016-09-08				9606	Homo sapiens	GSM1896107										
SAMN04147428	SRS1101683			macrophage					AF35_L2 (mRNA)		2016-09-08				9606	Homo sapiens	GSM1896108										
SAMN04227025	SRS1153380		Monocyte derived macrophage	Macrophage					HIV-1 Integration untransfected MDM cells		2016-02-11			blood	9606	Homo sapiens	22 Integration sites from HIV-GFP-infected untransfected monocyte derived macrophage cells										
SAMN04227026	SRS1153381		Monocyte derived macrophage	Macrophage					HIV-1 Integration siNON MDM cells		2016-02-11			blood	9606	Homo sapiens	23 Integration sites from HIV-GFP-infected monocyte derived macrophage siNON cells										
SAMN04227027	SRS1153417		Monocyte derived macrophage	Macrophage					HIV-1 Integration siL3 MDM cells		2016-02-11			blood	9606	Homo sapiens	24 Integration sites from HIV-GFP-infected monocyte derived macrophage siLEDGF L3 cells										
SAMN04227028	SRS1153423		Monocyte derived macrophage	Macrophage					HIV-1 Integration siC11 MDM cells		2016-02-11			blood	9606	Homo sapiens	25 Integration sites from HIV-GFP-infected monocyte derived macrophage siCPSF6 C11 cells										
SAMN04441056	SRS1264976			macrophage					WAS-B Y4-4N rep1		2016-04-01				9606	Homo sapiens	GSM2046678										
SAMN04441057	SRS1264975			macrophage					WAS-B Y4-4N C18 neo6 rep1		2016-04-01				9606	Homo sapiens	GSM2046679										
SAMN04441058	SRS1264974			macrophage					WAS-B Y4-4N C18 neo6 rep2		2016-04-01				9606	Homo sapiens	GSM2046680										
SAMN04441059	SRS1264973			macrophage					WAS-B Y4-4N C18 neo6 rep3		2016-04-01				9606	Homo sapiens	GSM2046681										
SAMN04441060	SRS1264972			macrophage					cSC9N rep1		2016-04-01				9606	Homo sapiens	GSM2046682										
SAMN04441061	SRS1264971			macrophage					cSC9N rep2		2016-04-01				9606	Homo sapiens	GSM2046683										
SAMN04441062	SRS1264970			macrophage					CB MNC		2016-04-01				9606	Homo sapiens	GSM2046684										
SAMN04932751	SRS1419394			macrophage					AF139_L2		2016-09-08				9606	Homo sapiens	GSM2141444										
SAMN04932752	SRS1419393			macrophage					AF139_NI2		2016-09-08				9606	Homo sapiens	GSM2141445										
SAMN04932753	SRS1419397			macrophage					AF141_NI2		2016-09-08				9606	Homo sapiens	GSM2141448										
SAMN04932754	SRS1419398			macrophage					AF141_S2		2016-09-08				9606	Homo sapiens	GSM2141449										
SAMN04932755	SRS1419399			macrophage					AF143_L2		2016-09-08				9606	Homo sapiens	GSM2141450										
SAMN04932756	SRS1419400			macrophage					AF143_NI2		2016-09-08				9606	Homo sapiens	GSM2141451										
SAMN04932757	SRS1419401			macrophage					AF143_S2		2016-09-08				9606	Homo sapiens	GSM2141452										
SAMN04932758	SRS1419405			macrophage					AF145_L2		2016-09-08				9606	Homo sapiens	GSM2141453										
SAMN04932759	SRS1419395			macrophage					AF139_S2		2016-09-08				9606	Homo sapiens	GSM2141446										
SAMN04932760	SRS1419396			macrophage					AF141_L2		2016-09-08				9606	Homo sapiens	GSM2141447										
SAMN04932761	SRS1419403			macrophage					AF145_NI2		2016-09-08				9606	Homo sapiens	GSM2141454										
SAMN04932762	SRS1419404			macrophage					AF145_S2		2016-09-08				9606	Homo sapiens	GSM2141455										
SAMN04932763	SRS1419402			macrophage					AF147_L2		2016-09-08				9606	Homo sapiens	GSM2141456										
SAMN04932764	SRS1419407			macrophage					AF147_NI2		2016-09-08				9606	Homo sapiens	GSM2141457										
SAMN04932765	SRS1419406			macrophage					AF147_S2		2016-09-08				9606	Homo sapiens	GSM2141458										
SAMN04932766	SRS1419408			macrophage					AF149_L2		2016-09-08				9606	Homo sapiens	GSM2141459										
SAMN04932767	SRS1419410			macrophage					AF149_NI2		2016-09-08				9606	Homo sapiens	GSM2141460										
SAMN04932768	SRS1419409			macrophage					AF149_S2		2016-09-08				9606	Homo sapiens	GSM2141461										
SAMN04932769	SRS1419412			macrophage					AF151_L2		2016-09-08				9606	Homo sapiens	GSM2141462										
SAMN04932770	SRS1419411			macrophage					AF151_NI2		2016-09-08				9606	Homo sapiens	GSM2141463										
SAMN04932771	SRS1419414			macrophage					AF151_S2		2016-09-08				9606	Homo sapiens	GSM2141464										
SAMN04932772	SRS1419413			macrophage					AF153_L2		2016-09-08				9606	Homo sapiens	GSM2141465										
SAMN04932773	SRS1419415			macrophage					AF153_NI2		2016-09-08				9606	Homo sapiens	GSM2141466										
SAMN04932774	SRS1419416			macrophage					AF153_S2		2016-09-08				9606	Homo sapiens	GSM2141467										
SAMN04932775	SRS1419418			macrophage					AF155_L2		2016-09-08				9606	Homo sapiens	GSM2141468										
SAMN04932776	SRS1419417			macrophage					AF155_NI2		2016-09-08				9606	Homo sapiens	GSM2141469										
SAMN04932777	SRS1419419			macrophage					AF155_S2		2016-09-08				9606	Homo sapiens	GSM2141470										
SAMN04932778	SRS1419420			macrophage					AF157_L2		2016-09-08				9606	Homo sapiens	GSM2141471										
SAMN04932779	SRS1419421			macrophage					AF157_NI2		2016-09-08				9606	Homo sapiens	GSM2141472										
SAMN04932780	SRS1419422			macrophage					AF157_S2		2016-09-08				9606	Homo sapiens	GSM2141473										
SAMN04932781	SRS1419453			macrophage					AF179_L2		2016-09-08				9606	Homo sapiens	GSM2141504										
SAMN04932782	SRS1419454			macrophage					AF179_NI2		2016-09-08				9606	Homo sapiens	GSM2141505										
SAMN04932783	SRS1419455			macrophage					AF179_S2		2016-09-08				9606	Homo sapiens	GSM2141506										
SAMN04932784	SRS1419457			macrophage					AF181_L2		2016-09-08				9606	Homo sapiens	GSM2141507										
SAMN04932785	SRS1419456			macrophage					AF181_NI2		2016-09-08				9606	Homo sapiens	GSM2141508										
SAMN04932786	SRS1419458			macrophage					AF181_S2		2016-09-08				9606	Homo sapiens	GSM2141509										
SAMN04932787	SRS1419460			macrophage					AF183_L2		2016-09-08				9606	Homo sapiens	GSM2141510										
SAMN04932788	SRS1419459			macrophage					AF183_NI2		2016-09-08				9606	Homo sapiens	GSM2141511										
SAMN04932789	SRS1419461			macrophage					AF183_S2		2016-09-08				9606	Homo sapiens	GSM2141512										
SAMN04932790	SRS1419463			macrophage					AF185_L2		2016-09-08				9606	Homo sapiens	GSM2141513										
SAMN04932791	SRS1419462			macrophage					AF185_NI2		2016-09-08				9606	Homo sapiens	GSM2141514										
SAMN04932792	SRS1419464			macrophage					AF185_S2		2016-09-08				9606	Homo sapiens	GSM2141515										
SAMN04932793	SRS1419465			macrophage					AF187_L2		2016-09-08				9606	Homo sapiens	GSM2141516										
SAMN04932794	SRS1419466			macrophage					AF187_NI2		2016-09-08				9606	Homo sapiens	GSM2141517										
SAMN04932795	SRS1419467			macrophage					AF187_S2		2016-09-08				9606	Homo sapiens	GSM2141518										
SAMN04932796	SRS1419468			macrophage					AF189_L2		2016-09-08				9606	Homo sapiens	GSM2141519										
SAMN04932797	SRS1419469			macrophage					AF189_NI2		2016-09-08				9606	Homo sapiens	GSM2141520										
SAMN04932798	SRS1419470			macrophage					AF189_S2		2016-09-08				9606	Homo sapiens	GSM2141521										
SAMN04932799	SRS1419472			macrophage					AF191_L2		2016-09-08				9606	Homo sapiens	GSM2141522										
SAMN04932800	SRS1419471			macrophage					AF191_NI2		2016-09-08				9606	Homo sapiens	GSM2141523										
SAMN04932801	SRS1419473			macrophage					AF191_S2		2016-09-08				9606	Homo sapiens	GSM2141524										
SAMN04932802	SRS1419474			macrophage					AF193_L2		2016-09-08				9606	Homo sapiens	GSM2141525										
SAMN04932803	SRS1419477			macrophage					AF193_NI2		2016-09-08				9606	Homo sapiens	GSM2141526										
SAMN04932804	SRS1419476			macrophage					AF193_S2		2016-09-08				9606	Homo sapiens	GSM2141527										
SAMN04932805	SRS1419475			macrophage					AF195_L2		2016-09-08				9606	Homo sapiens	GSM2141528										
SAMN04932806	SRS1419478			macrophage					AF195_NI2		2016-09-08				9606	Homo sapiens	GSM2141529										
SAMN04932807	SRS1419479			macrophage					AF195_S2		2016-09-08				9606	Homo sapiens	GSM2141530										
SAMN04932808	SRS1419480			macrophage					AF55_L2		2016-09-08				9606	Homo sapiens	GSM2141531										
SAMN04932809	SRS1419481			macrophage					AF55_S2		2016-09-08				9606	Homo sapiens	GSM2141532										
SAMN04932810	SRS1419487			macrophage					AF93_L2		2016-09-08				9606	Homo sapiens	GSM2141538										
SAMN04932811	SRS1419244			macrophage					AF63_S2		2016-09-08				9606	Homo sapiens	GSM2141295										
SAMN04932812	SRS1419252			macrophage					AF69_NI2		2016-09-08				9606	Homo sapiens	GSM2141303										
SAMN04932813	SRS1419253			macrophage					AF69_S2		2016-09-08				9606	Homo sapiens	GSM2141304										
SAMN04932814	SRS1419254			macrophage					AF71_L2		2016-09-08				9606	Homo sapiens	GSM2141305										
SAMN04932815	SRS1419255			macrophage					AF71_NI2		2016-09-08				9606	Homo sapiens	GSM2141306										
SAMN04932816	SRS1419256			macrophage					AF71_S2		2016-09-08				9606	Homo sapiens	GSM2141307										
SAMN04932817	SRS1419257			macrophage					AF77_L2		2016-09-08				9606	Homo sapiens	GSM2141308										
SAMN04932818	SRS1419258			macrophage					AF77_NI2		2016-09-08				9606	Homo sapiens	GSM2141309										
SAMN04932819	SRS1419259			macrophage					AF77_S2		2016-09-08				9606	Homo sapiens	GSM2141310										
SAMN04932820	SRS1419260			macrophage					AF79_L2		2016-09-08				9606	Homo sapiens	GSM2141311										
SAMN04932821	SRS1419261			macrophage					AF79_NI2		2016-09-08				9606	Homo sapiens	GSM2141312										
SAMN04932822	SRS1419262			macrophage					AF79_S2		2016-09-08				9606	Homo sapiens	GSM2141313										
SAMN04932823	SRS1419263			macrophage					EU06_L2		2016-09-08				9606	Homo sapiens	GSM2141314										
SAMN04932824	SRS1419264			macrophage					EU06_NI2		2016-09-08				9606	Homo sapiens	GSM2141315										
SAMN04932825	SRS1419265			macrophage					EU06_S2		2016-09-08				9606	Homo sapiens	GSM2141316										
SAMN04932826	SRS1419266			macrophage					EU14_L2		2016-09-08				9606	Homo sapiens	GSM2141317										
SAMN04932827	SRS1419267			macrophage					EU14_NI2		2016-09-08				9606	Homo sapiens	GSM2141318										
SAMN04932828	SRS1419268			macrophage					EU14_S2		2016-09-08				9606	Homo sapiens	GSM2141319										
SAMN04932829	SRS1419269			macrophage					EU16_L2		2016-09-08				9606	Homo sapiens	GSM2141320										
SAMN04932830	SRS1419270			macrophage					EU16_NI2		2016-09-08				9606	Homo sapiens	GSM2141321										
SAMN04932831	SRS1419271			macrophage					EU16_S2		2016-09-08				9606	Homo sapiens	GSM2141322										
SAMN04932832	SRS1419272			macrophage					EU20_NI2		2016-09-08				9606	Homo sapiens	GSM2141323										
SAMN04932833	SRS1419273			macrophage					EU20_S2		2016-09-08				9606	Homo sapiens	GSM2141324										
SAMN04932834	SRS1419274			macrophage					EU22_L2		2016-09-08				9606	Homo sapiens	GSM2141325										
SAMN04932835	SRS1419275			macrophage					EU22_NI2		2016-09-08				9606	Homo sapiens	GSM2141326										
SAMN04932836	SRS1419277			macrophage					EU24_L2		2016-09-08				9606	Homo sapiens	GSM2141328										
SAMN04932837	SRS1419278			macrophage					EU24_NI2		2016-09-08				9606	Homo sapiens	GSM2141329										
SAMN04932838	SRS1419279			macrophage					EU24_S2		2016-09-08				9606	Homo sapiens	GSM2141330										
SAMN04932839	SRS1419280			macrophage					EU26_L2		2016-09-08				9606	Homo sapiens	GSM2141331										
SAMN04932840	SRS1419281			macrophage					EU26_NI2		2016-09-08				9606	Homo sapiens	GSM2141332										
SAMN04932841	SRS1419301			macrophage					EU48_L2		2016-09-08				9606	Homo sapiens	GSM2141352										
SAMN04932842	SRS1419302			macrophage					EU48_NI2		2016-09-08				9606	Homo sapiens	GSM2141353										
SAMN04932843	SRS1419303			macrophage					EU48_S2		2016-09-08				9606	Homo sapiens	GSM2141354										
SAMN04932844	SRS1419304			macrophage					EU50_L2		2016-09-08				9606	Homo sapiens	GSM2141355										
SAMN04932845	SRS1419305			macrophage					EU50_NI2		2016-09-08				9606	Homo sapiens	GSM2141356										
SAMN04932846	SRS1419306			macrophage					EU50_S2		2016-09-08				9606	Homo sapiens	GSM2141357										
SAMN04932847	SRS1419309			macrophage					EU52_S2		2016-09-08				9606	Homo sapiens	GSM2141360										
SAMN04932848	SRS1419310			macrophage					EU54_L2		2016-09-08				9606	Homo sapiens	GSM2141361										
SAMN04932849	SRS1419311			macrophage					EU54_NI2		2016-09-08				9606	Homo sapiens	GSM2141362										
SAMN04932850	SRS1419313			macrophage					EU54_S2		2016-09-08				9606	Homo sapiens	GSM2141363										
SAMN04932851	SRS1419312			macrophage					EU58_L2		2016-09-08				9606	Homo sapiens	GSM2141364										
SAMN04932852	SRS1419314			macrophage					EU58_NI2		2016-09-08				9606	Homo sapiens	GSM2141365										
SAMN04932853	SRS1419315			macrophage					EU58_S2		2016-09-08				9606	Homo sapiens	GSM2141366										
SAMN04932854	SRS1419316			macrophage					EU60_L2		2016-09-08				9606	Homo sapiens	GSM2141367										
SAMN04932855	SRS1419317			macrophage					EU60_NI2		2016-09-08				9606	Homo sapiens	GSM2141368										
SAMN04932856	SRS1419319			macrophage					EU60_S2		2016-09-08				9606	Homo sapiens	GSM2141369										
SAMN04932857	SRS1419318			macrophage					EU62_L2		2016-09-08				9606	Homo sapiens	GSM2141370										
SAMN04932858	SRS1419320			macrophage					EU62_NI2		2016-09-08				9606	Homo sapiens	GSM2141371										
SAMN04932859	SRS1419321			macrophage					EU62_S2		2016-09-08				9606	Homo sapiens	GSM2141372										
SAMN04932860	SRS1419322			macrophage					EU64_L2		2016-09-08				9606	Homo sapiens	GSM2141373										
SAMN04932861	SRS1419323			macrophage					EU64_NI2		2016-09-08				9606	Homo sapiens	GSM2141374										
SAMN04932862	SRS1419324			macrophage					EU64_S2		2016-09-08				9606	Homo sapiens	GSM2141375										
SAMN04932863	SRS1419325			macrophage					EU66_L2		2016-09-08				9606	Homo sapiens	GSM2141376										
SAMN04932864	SRS1419327			macrophage					EU66_NI2		2016-09-08				9606	Homo sapiens	GSM2141377										
SAMN04932865	SRS1419328			macrophage					EU66_S2		2016-09-08				9606	Homo sapiens	GSM2141378										
SAMN04932866	SRS1419326			macrophage					EU68_L2		2016-09-08				9606	Homo sapiens	GSM2141379										
SAMN04932867	SRS1419329			macrophage					EU68_NI2		2016-09-08				9606	Homo sapiens	GSM2141380										
SAMN04932868	SRS1419330			macrophage					EU68_S2		2016-09-08				9606	Homo sapiens	GSM2141381										
SAMN04932869	SRS1419331			macrophage					EU70_L2		2016-09-08				9606	Homo sapiens	GSM2141382										
SAMN04932870	SRS1419334			macrophage					EU70_NI2		2016-09-08				9606	Homo sapiens	GSM2141383										
SAMN04932871	SRS1419423			macrophage					AF159_L2		2016-09-08				9606	Homo sapiens	GSM2141474										
SAMN04932872	SRS1419424			macrophage					AF159_NI2		2016-09-08				9606	Homo sapiens	GSM2141475										
SAMN04932873	SRS1419425			macrophage					AF159_S2		2016-09-08				9606	Homo sapiens	GSM2141476										
SAMN04932874	SRS1419426			macrophage					AF161_L2		2016-09-08				9606	Homo sapiens	GSM2141477										
SAMN04932875	SRS1419427			macrophage					AF161_NI2		2016-09-08				9606	Homo sapiens	GSM2141478										
SAMN04932876	SRS1419428			macrophage					AF161_S2		2016-09-08				9606	Homo sapiens	GSM2141479										
SAMN04932877	SRS1419429			macrophage					AF163_L2		2016-09-08				9606	Homo sapiens	GSM2141480										
SAMN04932878	SRS1419430			macrophage					AF163_NI2		2016-09-08				9606	Homo sapiens	GSM2141481										
SAMN04932879	SRS1419432			macrophage					AF163_S2		2016-09-08				9606	Homo sapiens	GSM2141482										
SAMN04932880	SRS1419431			macrophage					AF165_L2		2016-09-08				9606	Homo sapiens	GSM2141483										
SAMN04932881	SRS1419433			macrophage					AF165_NI2		2016-09-08				9606	Homo sapiens	GSM2141484										
SAMN04932882	SRS1419435			macrophage					AF165_S2		2016-09-08				9606	Homo sapiens	GSM2141485										
SAMN04932883	SRS1419434			macrophage					AF167_L2		2016-09-08				9606	Homo sapiens	GSM2141486										
SAMN04932884	SRS1419436			macrophage					AF167_NI2		2016-09-08				9606	Homo sapiens	GSM2141487										
SAMN04932885	SRS1419437			macrophage					AF167_S2		2016-09-08				9606	Homo sapiens	GSM2141488										
SAMN04932886	SRS1419439			macrophage					AF169_L2		2016-09-08				9606	Homo sapiens	GSM2141489										
SAMN04932887	SRS1419440			macrophage					AF169_NI2		2016-09-08				9606	Homo sapiens	GSM2141490										
SAMN04932888	SRS1419438			macrophage					AF169_S2		2016-09-08				9606	Homo sapiens	GSM2141491										
SAMN04932889	SRS1419441			macrophage					AF171_L2		2016-09-08				9606	Homo sapiens	GSM2141492										
SAMN04932890	SRS1419442			macrophage					AF171_NI2		2016-09-08				9606	Homo sapiens	GSM2141493										
SAMN04932891	SRS1419444			macrophage					AF171_S2		2016-09-08				9606	Homo sapiens	GSM2141494										
SAMN04932892	SRS1419443			macrophage					AF173_L2		2016-09-08				9606	Homo sapiens	GSM2141495										
SAMN04932893	SRS1419445			macrophage					AF173_NI2		2016-09-08				9606	Homo sapiens	GSM2141496										
SAMN04932894	SRS1419446			macrophage					AF173_S2		2016-09-08				9606	Homo sapiens	GSM2141497										
SAMN04932895	SRS1419447			macrophage					AF175_L2		2016-09-08				9606	Homo sapiens	GSM2141498										
SAMN04932896	SRS1419448			macrophage					AF175_NI2		2016-09-08				9606	Homo sapiens	GSM2141499										
SAMN04932897	SRS1419449			macrophage					AF175_S2		2016-09-08				9606	Homo sapiens	GSM2141500										
SAMN04932898	SRS1419450			macrophage					AF177_L2		2016-09-08				9606	Homo sapiens	GSM2141501										
SAMN04932899	SRS1419451			macrophage					AF177_NI2		2016-09-08				9606	Homo sapiens	GSM2141502										
SAMN04932900	SRS1419452			macrophage					AF177_S2		2016-09-08				9606	Homo sapiens	GSM2141503										
SAMN04932901	SRS1419221			macrophage					AF41_L2		2016-09-08				9606	Homo sapiens	GSM2141272										
SAMN04932902	SRS1419222			macrophage					AF41_NI2		2016-09-08				9606	Homo sapiens	GSM2141273										
SAMN04932903	SRS1419223			macrophage					AF41_S2		2016-09-08				9606	Homo sapiens	GSM2141274										
SAMN04932904	SRS1419224			macrophage					AF43_L2		2016-09-08				9606	Homo sapiens	GSM2141275										
SAMN04932905	SRS1419225			macrophage					AF43_NI2		2016-09-08				9606	Homo sapiens	GSM2141276										
SAMN04932906	SRS1419226			macrophage					AF43_S2		2016-09-08				9606	Homo sapiens	GSM2141277										
SAMN04932907	SRS1419227			macrophage					AF47_L2		2016-09-08				9606	Homo sapiens	GSM2141278										
SAMN04932908	SRS1419228			macrophage					AF47_NI2		2016-09-08				9606	Homo sapiens	GSM2141279										
SAMN04932909	SRS1419229			macrophage					AF47_S2		2016-09-08				9606	Homo sapiens	GSM2141280										
SAMN04932910	SRS1419230			macrophage					AF53_L2		2016-09-08				9606	Homo sapiens	GSM2141281										
SAMN04932911	SRS1419231			macrophage					AF53_NI2		2016-09-08				9606	Homo sapiens	GSM2141282										
SAMN04932912	SRS1419232			macrophage					AF53_S2		2016-09-08				9606	Homo sapiens	GSM2141283										
SAMN04932913	SRS1419233			macrophage					AF57_L2		2016-09-08				9606	Homo sapiens	GSM2141284										
SAMN04932914	SRS1419234			macrophage					AF57_NI2		2016-09-08				9606	Homo sapiens	GSM2141285										
SAMN04932915	SRS1419235			macrophage					AF57_S2		2016-09-08				9606	Homo sapiens	GSM2141286										
SAMN04932916	SRS1419236			macrophage					AF59_L2		2016-09-08				9606	Homo sapiens	GSM2141287										
SAMN04932917	SRS1419237			macrophage					AF59_NI2		2016-09-08				9606	Homo sapiens	GSM2141288										
SAMN04932918	SRS1419238			macrophage					AF59_S2		2016-09-08				9606	Homo sapiens	GSM2141289										
SAMN04932919	SRS1419239			macrophage					AF61_L2		2016-09-08				9606	Homo sapiens	GSM2141290										
SAMN04932920	SRS1419240			macrophage					AF61_NI2		2016-09-08				9606	Homo sapiens	GSM2141291										
SAMN04932921	SRS1419241			macrophage					AF61_S2		2016-09-08				9606	Homo sapiens	GSM2141292										
SAMN04932922	SRS1419242			macrophage					AF63_L2		2016-09-08				9606	Homo sapiens	GSM2141293										
SAMN04932923	SRS1419243			macrophage					AF63_NI2		2016-09-08				9606	Homo sapiens	GSM2141294										
SAMN04932924	SRS1419247			macrophage					AF65_S2		2016-09-08				9606	Homo sapiens	GSM2141298										
SAMN04932925	SRS1419248			macrophage					AF67_L2		2016-09-08				9606	Homo sapiens	GSM2141299										
SAMN04932926	SRS1419249			macrophage					AF67_NI2		2016-09-08				9606	Homo sapiens	GSM2141300										
SAMN04932927	SRS1419250			macrophage					AF67_S2		2016-09-08				9606	Homo sapiens	GSM2141301										
SAMN04932928	SRS1419251			macrophage					AF69_L2		2016-09-08				9606	Homo sapiens	GSM2141302										
SAMN04932929	SRS1419245			macrophage					AF65_L2		2016-09-08				9606	Homo sapiens	GSM2141296										
SAMN04932930	SRS1419246			macrophage					AF65_NI2		2016-09-08				9606	Homo sapiens	GSM2141297										
SAMN04932931	SRS1419282			macrophage					EU26_S2		2016-09-08				9606	Homo sapiens	GSM2141333										
SAMN04932932	SRS1419283			macrophage					EU28_L2		2016-09-08				9606	Homo sapiens	GSM2141334										
SAMN04932933	SRS1419284			macrophage					EU28_NI2		2016-09-08				9606	Homo sapiens	GSM2141335										
SAMN04932934	SRS1419276			macrophage					EU22_S2		2016-09-08				9606	Homo sapiens	GSM2141327										
SAMN04932935	SRS1419285			macrophage					EU28_S2		2016-09-08				9606	Homo sapiens	GSM2141336										
SAMN04932936	SRS1419286			macrophage					EU30_L2		2016-09-08				9606	Homo sapiens	GSM2141337										
SAMN04932937	SRS1419288			macrophage					EU30_NI2		2016-09-08				9606	Homo sapiens	GSM2141338										
SAMN04932938	SRS1419287			macrophage					EU30_S2		2016-09-08				9606	Homo sapiens	GSM2141339										
SAMN04932939	SRS1419289			macrophage					EU34_L2		2016-09-08				9606	Homo sapiens	GSM2141340										
SAMN04932940	SRS1419297			macrophage					EU34_NI2		2016-09-08				9606	Homo sapiens	GSM2141341										
SAMN04932941	SRS1419290			macrophage					EU34_S2		2016-09-08				9606	Homo sapiens	GSM2141342										
SAMN04932942	SRS1419291			macrophage					EU36_L2		2016-09-08				9606	Homo sapiens	GSM2141343										
SAMN04932943	SRS1419292			macrophage					EU36_NI2		2016-09-08				9606	Homo sapiens	GSM2141344										
SAMN04932944	SRS1419293			macrophage					EU36_S2		2016-09-08				9606	Homo sapiens	GSM2141345										
SAMN04932945	SRS1419294			macrophage					EU42_L2		2016-09-08				9606	Homo sapiens	GSM2141346										
SAMN04932946	SRS1419295			macrophage					EU42_NI2		2016-09-08				9606	Homo sapiens	GSM2141347										
SAMN04932947	SRS1419296			macrophage					EU42_S2		2016-09-08				9606	Homo sapiens	GSM2141348										
SAMN04932948	SRS1419298			macrophage					EU46_L2		2016-09-08				9606	Homo sapiens	GSM2141349										
SAMN04932949	SRS1419300			macrophage					EU46_NI2		2016-09-08				9606	Homo sapiens	GSM2141350										
SAMN04932950	SRS1419299			macrophage					EU46_S2		2016-09-08				9606	Homo sapiens	GSM2141351										
SAMN04932951	SRS1419307			macrophage					EU52_L2		2016-09-08				9606	Homo sapiens	GSM2141358										
SAMN04932952	SRS1419308			macrophage					EU52_NI2		2016-09-08				9606	Homo sapiens	GSM2141359										
SAMN04932953	SRS1419214			macrophage					AF35_S2		2016-09-08				9606	Homo sapiens	GSM2141265										
SAMN04932954	SRS1419215			macrophage					AF37_L2		2016-09-08				9606	Homo sapiens	GSM2141266										
SAMN04932955	SRS1419216			macrophage					AF37_NI2		2016-09-08				9606	Homo sapiens	GSM2141267										
SAMN04932956	SRS1419217			macrophage					AF37_S2		2016-09-08				9606	Homo sapiens	GSM2141268										
SAMN04932957	SRS1419218			macrophage					AF39_L2		2016-09-08				9606	Homo sapiens	GSM2141269										
SAMN04932958	SRS1419219			macrophage					AF39_NI2		2016-09-08				9606	Homo sapiens	GSM2141270										
SAMN04932959	SRS1419220			macrophage					AF39_S2		2016-09-08				9606	Homo sapiens	GSM2141271										
SAMN04932960	SRS1419189			macrophage					AF11_L2		2016-09-08				9606	Homo sapiens	GSM2141236										
SAMN04932961	SRS1419190			macrophage					AF11_NI2		2016-09-08				9606	Homo sapiens	GSM2141237										
SAMN04932962	SRS1419191			macrophage					AF11_S2		2016-09-08				9606	Homo sapiens	GSM2141238										
SAMN04932963	SRS1419192			macrophage					AF17_L2		2016-09-08				9606	Homo sapiens	GSM2141239										
SAMN04932964	SRS1419193			macrophage					AF17_NI2		2016-09-08				9606	Homo sapiens	GSM2141240										
SAMN04932965	SRS1419194			macrophage					AF17_S2		2016-09-08				9606	Homo sapiens	GSM2141241										
SAMN04932966	SRS1419195			macrophage					AF19_L2		2016-09-08				9606	Homo sapiens	GSM2141242										
SAMN04932967	SRS1419199			macrophage					AF23_L2		2016-09-08				9606	Homo sapiens	GSM2141248										
SAMN04932968	SRS1419200			macrophage					AF23_NI2		2016-09-08				9606	Homo sapiens	GSM2141249										
SAMN04932969	SRS1419201			macrophage					AF23_S2		2016-09-08				9606	Homo sapiens	GSM2141250										
SAMN04932970	SRS1419202			macrophage					AF25_NI2		2016-09-08				9606	Homo sapiens	GSM2141252										
SAMN04932971	SRS1419206			macrophage					AF29_L2		2016-09-08				9606	Homo sapiens	GSM2141257										
SAMN04932973	SRS1419196			macrophage					AF19_S2		2016-09-08				9606	Homo sapiens	GSM2141244										
SAMN04932974	SRS1419197			macrophage					AF21_NI2		2016-09-08				9606	Homo sapiens	GSM2141246										
SAMN04932975	SRS1419198			macrophage					AF21_S2		2016-09-08				9606	Homo sapiens	GSM2141247										
SAMN04932976	SRS1419203			macrophage					AF27_L2		2016-09-08				9606	Homo sapiens	GSM2141254										
SAMN04932977	SRS1419204			macrophage					AF27_NI2		2016-09-08				9606	Homo sapiens	GSM2141255										
SAMN04932978	SRS1419205			macrophage					AF27_S2		2016-09-08				9606	Homo sapiens	GSM2141256										
SAMN04932979	SRS1419207			macrophage					AF29_NI2		2016-09-08				9606	Homo sapiens	GSM2141258										
SAMN04932980	SRS1419208			macrophage					AF29_S2		2016-09-08				9606	Homo sapiens	GSM2141259										
SAMN04932981	SRS1419209			macrophage					AF31_L2		2016-09-08				9606	Homo sapiens	GSM2141260										
SAMN04932982	SRS1419210			macrophage					AF31_NI2		2016-09-08				9606	Homo sapiens	GSM2141261										
SAMN04932983	SRS1419211			macrophage					AF31_S2		2016-09-08				9606	Homo sapiens	GSM2141262										
SAMN04932984	SRS1419212			macrophage					AF35_L2		2016-09-08				9606	Homo sapiens	GSM2141263										
SAMN04932985	SRS1419213			macrophage					AF35_NI2		2016-09-08				9606	Homo sapiens	GSM2141264										
SAMN04932986	SRS1419664			macrophage					EU294_S2		2016-09-08				9606	Homo sapiens	GSM2141714										
SAMN04932987	SRS1419663			macrophage					EU296_L2		2016-09-08				9606	Homo sapiens	GSM2141715										
